epochs,refinement,Runs,X_type,X_degree,X_breaks,B_type,B_degree,B_breaks,design,criterion
1000,100,12,bpslines,0,8,polynomial,2,-,"[[-1. -1. -1. -1.  1.  1.  1.  1.]
 [ 1.  1.  1.  1. -1. -1. -1. -1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1.]
 [-1. -1. -1. -1.  1.  1.  1.  1.]
 [-1. -1. -1. -1.  1.  1.  1.  1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.]
 [ 1.  1.  1.  1. -1. -1. -1. -1.]
 [ 1.  1.  1.  1. -1. -1. -1. -1.]
 [-1. -1. -1. -1. -1.  1.  1.  1.]
 [-1. -1. -1. -1.  1.  1.  1.  1.]]",2.541250515235106
1000,100,12,bpslines,0,8,polynomial,3,-,"[[ 1.          1.         -1.         -1.         -1.         -1.
   1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -0.00634139
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -1.         -1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -1.         -1.        ]
 [ 1.          1.         -1.         -1.         -1.         -1.
  -1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -1.         -1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -1.         -1.        ]
 [ 1.          1.         -1.         -1.         -1.         -1.
   1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -0.47564058 -1.        ]]",65.37231838545334
1000,100,12,bpslines,0,20,bsplines,0,2,"[[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]]",0.75
1000,100,12,bpslines,0,20,bsplines,0,4,"[[-1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]]",5.416666666666666
1000,100,12,bpslines,0,20,bsplines,1,4,"[[ 1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1. -1. -1. -1.
  -1. -1.]]",12.864375089607087
1000,100,12,bpslines,0,20,bsplines,1,6,"[[-1.         -1.         -1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [-1.         -1.         -1.          1.          1.          1.
   1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [ 1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.          1.          1.          1.          1.          1.
  -1.         -1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.          1.          1.          1.          1.          1.
   1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
   1.          1.          1.          1.         -1.         -1.
  -1.          0.07149477  1.          1.          1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.         -1.         -0.37161277  1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.        ]
 [-1.         -1.         -1.          1.          1.          1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
   1.          1.          1.          1.          1.          1.
   1.         -1.         -1.         -1.         -1.         -1.
   1.          1.        ]]",44.518179319524364
1000,100,12,bpslines,0,20,bsplines,3,4,"[[ 1.          1.          1.          1.          1.          1.
   1.          1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          0.87334957  1.
   1.          1.        ]
 [-1.         -1.         -1.          1.          1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
   1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.          1.          1.          1.
   0.39537032 -1.         -1.         -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.          1.          1.          1.          1.          1.
   1.          1.        ]
 [ 1.          1.          1.         -1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.          1.          1.          1.         -1.
  -1.         -1.        ]]",52.08949564646568
1000,100,12,bpslines,0,20,bsplines,3,6,"[[ 1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.         -1.         -1.         -1.         -1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [ 1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.          1.          1.          1.          1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.          1.          1.
  -1.         -1.        ]
 [ 1.          1.         -1.         -1.         -1.         -1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
  -1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
  -1.         -1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.          1.          1.          1.          1.
   1.         -1.         -1.         -1.         -1.         -1.
  -1.         -0.85638423  1.          1.          1.          1.
  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.          1.          1.          1.          1.
   1.          1.         -1.         -1.         -1.         -1.
  -1.          1.        ]
 [-1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.          1.         -1.         -1.         -1.
   1.          1.        ]]",130.98009120355778
1000,100,12,bpslines,0,20,polynomial,2,-,"[[ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]
 [ 1.  1.  1.  1.  1.  1.  1.  1.  1.  1. -1. -1. -1. -1. -1. -1. -1. -1.
  -1. -1.]
 [-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.  1.  1.  1.  1.  1.  1.  1.
   1.  1.]]",2.5163135999089827
1000,100,12,bpslines,0,20,polynomial,3,-,"[[-1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.         -0.8224342   1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
  -1.          1.          1.          1.          1.          1.
   1.          1.         -0.84155082 -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.          1.
   1.          1.          1.          1.          1.          1.
   1.          1.         -0.78835229 -1.         -1.         -1.
  -1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.         -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.         -1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.        ]
 [ 1.          1.          1.          1.          1.          1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.          1.          1.          1.
   1.          1.        ]
 [-1.         -1.         -1.         -1.         -1.         -1.
   1.          1.          1.          1.          1.          1.
   1.          1.          1.         -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.          1.          1.
  -1.         -1.         -1.         -1.         -1.         -1.
  -1.         -1.         -1.         -1.          1.          1.
   1.          1.        ]]",63.640165496609995
