runID;model;runs;Kx;algo;epochs;refinement_epochs;levels;latent_dim;num_layers;num_designs;opt_cr;opt_des;run_time_s;run_time_f
10;ScalarOnScalarModel;50;[4];CordexDiscrete;1000;100.0;[-1.  0.  1.];;;;0.1002492877492877;"[[ 1.  1.  1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1. -1. -1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [ 1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1. -1. -1.]
 [ 1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1.  1.]
 [-1.  1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1. -1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1. -1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [ 1. -1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1.  1. -1. -1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1.  1.  1. -1.]]";31.31975483894348;0 days 00:00:31.319755
11;ScalarOnScalarModel;50;[4];CordexDiscrete;1000;100.0;[-1.  -0.5  0.   0.5  1. ];;;;0.1002492877492877;"[[-1.  1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1.  1. -1.  1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1.  1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [-1. -1.  1. -1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1.  1.  1.  1.]
 [-1. -1. -1.  1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [-1.  1.  1. -1.]
 [ 1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [ 1. -1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1. -1.  1.  1.]
 [-1.  1.  1.  1.]
 [-1.  1. -1.  1.]
 [ 1.  1. -1.  1.]
 [ 1.  1.  1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1. -1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1.  1. -1.]
 [-1.  1.  1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [ 1.  1. -1.  1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1. -1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1. -1.]
 [-1.  1.  1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1.  1.  1.]
 [-1.  1.  1. -1.]
 [ 1. -1.  1. -1.]]";47.32757115364075;0 days 00:00:47.327571
12;ScalarOnScalarModel;60;[4];CordexDiscrete;1000;100.0;[-1.  1.];;;;0.0833333333333333;"[[ 1. -1.  1.  1.]
 [-1. -1. -1. -1.]
 [-1. -1. -1. -1.]
 [-1.  1.  1.  1.]
 [-1. -1.  1. -1.]
 [-1.  1. -1.  1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1. -1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1.  1.  1.  1.]
 [ 1.  1. -1.  1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1.  1.]
 [ 1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1. -1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1. -1.  1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1.  1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1. -1.  1. -1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1.  1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [ 1. -1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1.  1.  1.  1.]
 [ 1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1. -1. -1.  1.]]";28.321155071258545;0 days 00:00:28.321155
13;ScalarOnScalarModel;60;[4];CordexDiscrete;1000;100.0;[-1.  0.  1.];;;;0.0833333333333333;"[[ 1.  1.  1.  1.]
 [ 1. -1. -1. -1.]
 [ 1.  1.  1. -1.]
 [ 1.  1.  1.  1.]
 [-1.  1. -1.  1.]
 [-1.  1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1. -1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1.  1.]
 [-1. -1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1. -1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [ 1.  1. -1. -1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [ 1. -1.  1.  1.]
 [ 1. -1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1.  1.  1. -1.]
 [-1.  1.  1. -1.]
 [ 1. -1.  1.  1.]
 [-1. -1. -1.  1.]
 [ 1.  1. -1.  1.]
 [-1.  1.  1.  1.]
 [ 1. -1.  1. -1.]
 [-1. -1. -1. -1.]
 [ 1.  1. -1. -1.]
 [-1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [ 1. -1.  1.  1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [ 1.  1. -1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1.  1.]
 [ 1.  1. -1. -1.]]";36.55933713912964;0 days 00:00:36.559337
14;ScalarOnScalarModel;60;[4];CordexDiscrete;1000;100.0;[-1.  -0.5  0.   0.5  1. ];;;;0.0833333333333333;"[[-1.  1.  1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1. -1.  1.]
 [ 1. -1. -1.  1.]
 [ 1. -1.  1. -1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [-1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1.  1.  1. -1.]
 [ 1.  1.  1.  1.]
 [-1. -1. -1. -1.]
 [ 1.  1. -1.  1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [-1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1.  1.  1. -1.]
 [ 1.  1.  1.  1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1.  1.]
 [ 1. -1.  1. -1.]
 [-1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [ 1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [-1.  1.  1. -1.]
 [ 1. -1.  1. -1.]
 [-1. -1. -1.  1.]
 [-1.  1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [-1. -1. -1. -1.]
 [ 1. -1.  1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1.  1.  1.]
 [-1. -1.  1.  1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [ 1.  1.  1.  1.]
 [-1. -1.  1.  1.]
 [-1.  1. -1. -1.]]";64.69935917854309;0 days 00:01:04.699359
16;ScalarOnScalarModel;15;[8];CordexDiscrete;1000;100.0;[-1.  1.];;;;0.6370951318253857;"[[-1.          1.          1.         -1.          1.         -1.
   1.         -1.        ]
 [ 1.          1.         -1.         -1.         -1.         -1.
  -1.         -1.        ]
 [ 1.         -1.          1.         -1.          1.          1.
  -1.          1.        ]
 [ 1.         -1.          1.          1.          1.          1.
   1.         -1.        ]
 [-1.         -1.         -1.         -1.         -1.          1.
   1.          1.        ]
 [-1.         -1.         -1.          1.         -1.         -1.
  -1.         -1.        ]
 [ 1.          1.          1.          1.         -1.         -0.30979981
   1.          1.        ]
 [-1.          1.         -1.          1.          1.          1.
  -1.          1.        ]
 [-1.          1.          1.          1.         -1.          1.
  -1.         -1.        ]
 [-1.         -1.          1.          1.          1.         -1.
  -1.          1.        ]
 [ 1.         -1.          1.         -1.         -1.          1.
  -1.         -1.        ]
 [ 1.          1.         -1.         -1.          1.         -1.
  -1.          1.        ]
 [-1.          1.         -1.         -1.          1.          1.
   1.         -1.        ]
 [-1.         -1.          1.         -1.         -1.         -1.
   1.          1.        ]
 [ 1.         -1.         -1.          1.          1.         -1.
   1.         -1.        ]]";15.193317890167236;0 days 00:00:15.193318
17;ScalarOnScalarModel;15;[8];CordexDiscrete;1000;100.0;[-1.  0.  1.];;;;0.6390099009900989;"[[-1. -1.  1. -1. -1. -1. -1.  1.]
 [ 1.  1. -1. -1. -1.  1. -1.  1.]
 [-1.  1. -1. -1.  1.  1.  1.  1.]
 [-1.  1.  1.  1. -1.  1.  1. -1.]
 [ 1.  1. -1.  1. -1. -1.  1.  1.]
 [-1. -1.  1.  1.  1.  1. -1.  1.]
 [-1. -1. -1.  1. -1. -1.  0.  1.]
 [ 1. -1. -1. -1.  1. -1.  1. -1.]
 [-1.  1. -1.  1.  1. -1. -1. -1.]
 [-1.  1.  1. -1.  1. -1.  1.  1.]
 [ 1.  1.  1. -1. -1. -1. -1. -1.]
 [ 1. -1.  1.  1. -1. -1.  1. -1.]
 [-1. -1. -1. -1. -1.  1.  1. -1.]
 [ 1. -1. -1.  1.  1.  1. -1. -1.]
 [ 1. -1.  1.  1.  1.  1.  1.  1.]]";19.80036473274231;0 days 00:00:19.800365
18;ScalarOnScalarModel;15;[8];CordexDiscrete;1000;100.0;[-1.  -0.5  0.   0.5  1. ];;;;0.643478260869565;"[[-1. -1. -1. -1. -1.  1.  1. -1.]
 [ 1.  1.  1.  1.  1. -1.  1. -1.]
 [-1.  1. -1. -1. -1. -1. -1. -1.]
 [-1. -1.  1.  1.  1.  1. -1. -1.]
 [-1.  1.  1. -1.  1.  1.  1.  1.]
 [ 1. -1. -1. -1.  1. -1. -1.  1.]
 [ 1.  1. -1.  1. -1.  1. -1.  1.]
 [-1. -1.  1.  1. -1. -1. -1.  1.]
 [ 1. -1.  1. -1. -1.  1. -1. -1.]
 [-1. -1. -1.  1. -1. -1.  1.  1.]
 [ 1.  1.  1. -1. -1. -1.  1.  1.]
 [-1.  1. -1.  1.  1.  1. -1.  1.]
 [ 1. -1. -1.  1. -1.  1.  1. -1.]
 [-1.  1. -1.  1.  1. -1. -1. -1.]
 [ 1. -1. -1. -1.  1. -1.  1.  1.]]";31.287755012512207;0 days 00:00:31.287755
0;ScalarOnScalarModel;5;[4];CordexContinuous;1000;100.0;;;;;1.111111111111111;"[[ 1. -1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1. -1.  1.]
 [ 1. -1. -1. -1.]]";12.438431024551392;0 days 00:00:12.438431
1;ScalarOnScalarModel;15;[4];CordexContinuous;1000;100.0;;;;;0.3409090909090909;"[[-1.  1.  1.  1.]
 [ 1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [-1. -1.  1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1.  1.  1.]
 [ 1. -1.  1.  1.]
 [ 1.  1. -1. -1.]
 [ 1.  1.  1.  1.]
 [ 1. -1. -1. -1.]
 [-1.  1.  1. -1.]]";61.51019883155823;0 days 00:01:01.510199
2;ScalarOnScalarModel;30;[4];CordexContinuous;1000;100.0;;;;;0.1678046218487394;"[[ 1.  1.  1. -1.]
 [-1.  1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [ 1. -1. -1.  1.]
 [ 1. -1. -1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1.  1. -1.]
 [ 1.  1. -1. -1.]
 [ 1.  1. -1.  1.]
 [-1. -1.  1.  1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1. -1.]
 [-1. -1. -1. -1.]
 [-1.  1. -1. -1.]
 [ 1.  1.  1.  1.]
 [-1. -1. -1. -1.]
 [-1. -1.  1. -1.]
 [-1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1.  1. -1.  1.]
 [ 1. -1. -1.  1.]
 [-1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1.  1.  1.]
 [ 1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1.  1.]]";152.5501217842102;0 days 00:02:32.550122
3;ScalarOnScalarModel;50;[4];CordexContinuous;1000;100.0;;;;;0.100631192074145;"[[ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1. -1. -1.  1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1.  1. -1. -1.]
 [-1.  1. -1.  1.]
 [-1.  1. -1. -1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1.  1. -1.  1.]
 [ 1.  1.  1. -1.]
 [-1. -1. -1. -1.]
 [-1.  1. -1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1. -1. -1.]
 [ 1. -1. -1.  1.]
 [-1.  1.  1.  1.]
 [-1. -1.  1.  1.]
 [ 1.  1. -1.  1.]
 [ 1. -1.  1. -1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1. -1.]
 [ 1.  1.  1. -1.]
 [ 1.  1. -1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1. -1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1. -1. -1. -1.]
 [-1. -1. -1.  1.]
 [-1. -1. -1.  1.]
 [ 1.  1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1.  1. -1.]
 [-1.  1. -1.  1.]
 [-1. -1.  1.  1.]
 [ 1.  1.  1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1. -1. -1.]]";273.6615023612976;0 days 00:04:33.661502
4;ScalarOnScalarModel;60;[4];CordexContinuous;1000;100.0;;;;;0.083556381906883;"[[ 1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1.  1.  1.  1.]
 [-1.  1. -1.  1.]
 [ 1. -1.  1.  1.]
 [-1. -1. -1. -1.]
 [-1. -1.  1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [ 1. -1. -1. -1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1. -1.]
 [-1.  1. -1. -1.]
 [-1. -1. -1.  1.]
 [ 1. -1.  1. -1.]
 [ 1.  1.  1. -1.]
 [-1. -1. -1. -1.]
 [-1. -1.  1. -1.]
 [ 1. -1.  1. -1.]
 [ 1.  1. -1.  1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1.  1.]
 [ 1.  1.  1. -1.]
 [ 1.  1.  1.  1.]
 [ 1. -1.  1. -1.]
 [-1.  1.  1. -1.]
 [-1.  1.  1.  1.]
 [-1. -1.  1. -1.]
 [-1.  1.  1. -1.]
 [-1.  1. -1.  1.]
 [-1.  1.  1.  1.]
 [-1. -1. -1.  1.]
 [ 1. -1. -1.  1.]
 [-1. -1.  1.  1.]
 [-1.  1.  1.  1.]
 [ 1. -1. -1. -1.]
 [-1.  1. -1. -1.]
 [ 1.  1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [-1.  1.  1. -1.]
 [-1. -1.  1.  1.]
 [ 1.  1. -1.  1.]
 [ 1. -1.  1. -1.]
 [-1.  1. -1.  1.]
 [-1. -1. -1.  1.]
 [ 1.  1. -1. -1.]
 [ 1. -1. -1.  1.]
 [-1. -1.  1.  1.]
 [ 1.  1. -1.  1.]
 [-1. -1. -1. -1.]
 [-1.  1. -1. -1.]
 [-1.  1. -1. -1.]]";340.0890009403229;0 days 00:05:40.089001
